ref_id,title,institution,item_id,sheet_or_photo,url,local_path,source_date,accessed_date,view_direction,rooms,use,evidence_level,rights_note,verification_status,source_url,sha256,bytes,hash_provenance,visual_status,status_provenance,parent_ref,asset_class,local_path_check
MAIN_HABS_11_JPEG,"HABS PA-5346 sheet 11: Fireplaces, hatch, desk and lamp details",Library of Congress / Historic American Buildings Survey,pa1690,sheet 11,https://www.loc.gov/pictures/item/pa1690.sheet.00011a/,research/references/architecture/main-11-sheet.jpg,circa 2010,2026-09-20,drawing plan / detail; geographic bearing not asserted,MAIN_ALL,Measured-drawing geometry reference; precision only where dimensions are legible,A,LOC item advisory: US Government images have no known restrictions; copied-source images may be restricted,downloaded_verified,https://tile.loc.gov/storage-services/service/pnp/habshaer/pa/pa1600/pa1690/sheet/00011v.jpg,e19874fc454b049a7372471740169232ee0b70be9628af6a3f615dc777e4ab45,186412,"preserved prior ledger; this audit checked existence and bytes, did not rehash",JPEG directly viewed; not fully measured,research/references/architecture/manifest.csv; research/architecture.md,,original_archive_reference,exists
GUEST_HABS_01_JPEG,HABS PA-5346-A sheet 1: Basement and first floor plans,Library of Congress / Historic American Buildings Survey,pa2187,sheet 01,https://www.loc.gov/pictures/item/pa2187.sheet.00001a/,research/references/architecture/guest-01-sheet.jpg,circa 2010,2026-09-20,drawing plan / detail; geographic bearing not asserted,GUEST_L1_THEATER;GUEST_L1_CAR_COURT;GUEST_L1_CHAUFFEUR_LOUNGE;GUEST_L1_BOILER;GUEST_L1_STAIR_HALL;GUEST_L1_LOUNGE;GUEST_L1_GALLERY;GUEST_L1_BATH;GUEST_L1_GUEST_ROOM;GUEST_L1_TERRACE;GUEST_L1_POOL;GUEST_B1_LAUNDRY;GUEST_B1_BATH;GUEST_B1_STAIR,Measured-drawing geometry reference; precision only where dimensions are legible,A,LOC item advisory: US Government images have no known restrictions; copied-source images may be restricted,downloaded_verified,https://tile.loc.gov/storage-services/service/pnp/habshaer/pa/pa2100/pa2187/sheet/00001v.jpg,9854543565868c94727d07aa8b3bd305e5b29bcd98c7958c6de41c695203cd76,147559,"preserved prior ledger; this audit checked existence and bytes, did not rehash",JPEG directly viewed; not fully measured,research/references/architecture/manifest.csv; research/architecture.md,,original_archive_reference,exists
GUEST_HABS_02_JPEG,HABS PA-5346-A sheet 2: Second floor plan,Library of Congress / Historic American Buildings Survey,pa2187,sheet 02,https://www.loc.gov/pictures/item/pa2187.sheet.00002a/,research/references/architecture/guest-02-sheet.jpg,circa 2010,2026-09-20,drawing plan / detail; geographic bearing not asserted,GUEST_L2_BEDROOM_SOUTH;GUEST_L2_BEDROOM_MIDDLE;GUEST_L2_BEDROOM_NORTH;GUEST_L2_BATH;GUEST_L2_HALL;GUEST_L2_TERRACE,Measured-drawing geometry reference; precision only where dimensions are legible,A,LOC item advisory: US Government images have no known restrictions; copied-source images may be restricted,downloaded_verified,https://tile.loc.gov/storage-services/service/pnp/habshaer/pa/pa2100/pa2187/sheet/00002v.jpg,31181d2fef066cea76b77118d2c5f3a750414242aca07bb884f1cb4482580c21,124915,"preserved prior ledger; this audit checked existence and bytes, did not rehash",JPEG directly viewed; not fully measured,research/references/architecture/manifest.csv; research/architecture.md,,original_archive_reference,exists
GUEST_HABS_03_JPEG,HABS PA-5346-A sheet 3: East and south elevations,Library of Congress / Historic American Buildings Survey,pa2187,sheet 03,https://www.loc.gov/pictures/item/pa2187.sheet.00003a/,research/references/architecture/guest-03-sheet.jpg,circa 2010,2026-09-20,east and south,GUEST_ALL,Measured-drawing geometry reference; precision only where dimensions are legible,A,LOC item advisory: US Government images have no known restrictions; copied-source images may be restricted,downloaded_verified,https://tile.loc.gov/storage-services/service/pnp/habshaer/pa/pa2100/pa2187/sheet/00003v.jpg,90cafcdcb103faa42601eb1070e1278086f180f643bf0f3204b176ceec0616ac,125434,"preserved prior ledger; this audit checked existence and bytes, did not rehash",JPEG directly viewed; not fully measured,research/references/architecture/manifest.csv; research/architecture.md,,original_archive_reference,exists
GUEST_HABS_04_JPEG,HABS PA-5346-A sheet 4: West elevation and section looking north,Library of Congress / Historic American Buildings Survey,pa2187,sheet 04,https://www.loc.gov/pictures/item/pa2187.sheet.00004a/,research/references/architecture/guest-04-sheet.jpg,circa 2010,2026-09-20,west; section looking north,GUEST_ALL,Measured-drawing geometry reference; precision only where dimensions are legible,A,LOC item advisory: US Government images have no known restrictions; copied-source images may be restricted,downloaded_verified,https://tile.loc.gov/storage-services/service/pnp/habshaer/pa/pa2100/pa2187/sheet/00004v.jpg,2d2b69ce1bbf84b28fbb443f8e713e8ab8ed06f9dc5eabb7919e65b4105229a8,119787,"preserved prior ledger; this audit checked existence and bytes, did not rehash",JPEG directly viewed; not fully measured,research/references/architecture/manifest.csv; research/architecture.md,,original_archive_reference,exists
MAIN_HABS_04_HIRES,HABS PA-5346 sheet 4: First floor plan,Library of Congress / Historic American Buildings Survey,pa1690,sheet 04,https://www.loc.gov/pictures/item/pa1690.sheet.00004a/,research/references/architecture/main-04-original.tif,circa 2010,2026-09-20,drawing plan / detail; geographic bearing not asserted,MAIN_L1_LIVING;MAIN_L1_KITCHEN;MAIN_L1_SERVANT;MAIN_L1_SERVICE_STAIR;MAIN_L1_ENTRY;MAIN_L1_COAT;MAIN_L1_STAIR;MAIN_L1_LOGGIA;MAIN_L1_TERRACE_W;MAIN_L1_TERRACE_E;MAIN_L1_HATCH,Measured-drawing geometry reference; precision only where dimensions are legible,A,LOC item advisory: US Government images have no known restrictions; copied-source images may be restricted,downloaded_verified,https://tile.loc.gov/storage-services/master/pnp/habshaer/pa/pa1600/pa1690/sheet/00004a.tif,3db8199eeb84cd4226cfbae2ea9192880454c1012afa6e33bf84bae6449d8d56,30143777,"preserved prior ledger; this audit checked existence and bytes, did not rehash",Selected high-resolution inspection crops directly viewed; original stored in portrait orientation; not fully measured,research/references/architecture/manifest.csv; research/architecture.md,,original_archive_reference,exists
MAIN_HABS_10_HIRES,HABS PA-5346 sheet 10: Sections looking east and west,Library of Congress / Historic American Buildings Survey,pa1690,sheet 10,https://www.loc.gov/pictures/item/pa1690.sheet.00010a/,research/references/architecture/main-10-original.tif,circa 2010,2026-09-20,east and west sections,MAIN_ALL,Measured-drawing geometry reference; precision only where dimensions are legible,A,LOC item advisory: US Government images have no known restrictions; copied-source images may be restricted,downloaded_verified,https://tile.loc.gov/storage-services/master/pnp/habshaer/pa/pa1600/pa1690/sheet/00010a.tif,db6591996c049961a50ba593c002dc394d5708f1c15c5935e1c3671aed1e2ac7,30171041,"preserved prior ledger; this audit checked existence and bytes, did not rehash",Selected high-resolution inspection crops directly viewed; original stored in portrait orientation; not fully measured,research/references/architecture/manifest.csv; research/architecture.md,,original_archive_reference,exists
GUEST_HABS_01_HIRES,HABS PA-5346-A guest sheet 1: Basement and first floor plans,Library of Congress / HABS,pa2187,sheet 01,https://www.loc.gov/pictures/item/pa2187.sheet.00001a/,project/data/guest_refs/guest-01-original.tif,circa 2010,2026-09-20,drawing plan / elevation / section per title,GUEST_L1_THEATER;GUEST_L1_CAR_COURT;GUEST_L1_CHAUFFEUR_LOUNGE;GUEST_L1_BOILER;GUEST_L1_STAIR_HALL;GUEST_L1_LOUNGE;GUEST_L1_GALLERY;GUEST_L1_BATH;GUEST_L1_GUEST_ROOM;GUEST_L1_TERRACE;GUEST_L1_POOL;GUEST_B1_LAUNDRY;GUEST_B1_BATH;GUEST_B1_STAIR,"High-resolution dimensions, labels and elevation reading",A,HABS government-created material generally no known restrictions; copied works may differ. Retained as private architectural reference; do not silently treat source imagery as redistributable textures.,downloaded_verified,https://tile.loc.gov/storage-services/master/pnp/habshaer/pa/pa2100/pa2187/sheet/00001a.tif,70b5a22493be9568d04eafc94cb382fda17b1344f5a7c777973081df75f4a8b4,30126942,"preserved prior ledger; this audit checked existence and bytes, did not rehash",Viewed via original-resolution inspection crops; not every raw TIFF pixel independently inspected,project/data/guest_house.json references; qa/guest-geometry-review.md,,original_archive_reference,exists
GUEST_HABS_02_HIRES,HABS PA-5346-A guest sheet 2: Second floor plan,Library of Congress / HABS,pa2187,sheet 02,https://www.loc.gov/pictures/item/pa2187.sheet.00002a/,project/data/guest_refs/guest-02-original.tif,circa 2010,2026-09-20,drawing plan / elevation / section per title,GUEST_L2_BEDROOM_SOUTH;GUEST_L2_BEDROOM_MIDDLE;GUEST_L2_BEDROOM_NORTH;GUEST_L2_BATH;GUEST_L2_HALL;GUEST_L2_TERRACE,"High-resolution dimensions, labels and elevation reading",A,HABS government-created material generally no known restrictions; copied works may differ. Retained as private architectural reference; do not silently treat source imagery as redistributable textures.,downloaded_verified,https://tile.loc.gov/storage-services/master/pnp/habshaer/pa/pa2100/pa2187/sheet/00002a.tif,bd469539c51be86060e635ac3ce247c0128082536f777f59193ffa6bb083d7a1,30072414,"preserved prior ledger; this audit checked existence and bytes, did not rehash",Viewed via original-resolution inspection crops; not every raw TIFF pixel independently inspected,project/data/guest_house.json references; qa/guest-geometry-review.md,,original_archive_reference,exists
GUEST_HABS_03_HIRES,HABS PA-5346-A guest sheet 3: East and south elevations,Library of Congress / HABS,pa2187,sheet 03,https://www.loc.gov/pictures/item/pa2187.sheet.00003a/,project/data/guest_refs/guest-03-original.tif,circa 2010,2026-09-20,drawing plan / elevation / section per title,GUEST_ALL,"High-resolution dimensions, labels and elevation reading",A,HABS government-created material generally no known restrictions; copied works may differ. Retained as private architectural reference; do not silently treat source imagery as redistributable textures.,downloaded_verified,https://tile.loc.gov/storage-services/master/pnp/habshaer/pa/pa2100/pa2187/sheet/00003a.tif,28709c04784e762416de960bcb9b1281b304db8675fd3f7a9f28aaac6a0a3185,30113310,"preserved prior ledger; this audit checked existence and bytes, did not rehash",Viewed via original-resolution inspection crops; not every raw TIFF pixel independently inspected,project/data/guest_house.json references; qa/guest-geometry-review.md,,original_archive_reference,exists
GUEST_HABS_04_HIRES,HABS PA-5346-A guest sheet 4: West elevation and section looking north,Library of Congress / HABS,pa2187,sheet 04,https://www.loc.gov/pictures/item/pa2187.sheet.00004a/,project/data/guest_refs/guest-04-original.tif,circa 2010,2026-09-20,drawing plan / elevation / section per title,GUEST_ALL,"High-resolution dimensions, labels and elevation reading",A,HABS government-created material generally no known restrictions; copied works may differ. Retained as private architectural reference; do not silently treat source imagery as redistributable textures.,downloaded_verified,https://tile.loc.gov/storage-services/master/pnp/habshaer/pa/pa2100/pa2187/sheet/00004a.tif,d050cbda164c03f1b4f232104c75b7efe00903f613c09f04650cc3b2e775c49c,30140574,"preserved prior ledger; this audit checked existence and bytes, did not rehash",Viewed via original-resolution inspection crops; not every raw TIFF pixel independently inspected,project/data/guest_house.json references; qa/guest-geometry-review.md,,original_archive_reference,exists
MAIN_HABS_02_HIRES,HABS PA-5346 sheet 2: high-resolution site plan,Library of Congress / HABS,pa1690,sheet 02,https://www.loc.gov/pictures/item/pa1690.sheet.00002a/,project/data/site-02-original.tif,circa 2010,2026-09-20,Site plan; no numerical true-north bearing certified,MAIN_ALL;GUEST_ALL;SITE,Main/guest/connector registration; creek and paths explicitly approximate in source,A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",downloaded_verified,https://tile.loc.gov/storage-services/master/pnp/habshaer/pa/pa1600/pa1690/sheet/00002a.tif,ec218ba0f6fb61af17e39d689458eb43702685ebad22885e9a39ce2f8b3669e7,30130145,computed for previously unhashed local file in this audit; exact match to independently supplied root acquisition SHA-256,Root actually viewed normalized site-02-review.jpg and site-02-scale.png; original 13632x17676 rotated -90 degrees; raw pixels not all separately inspected,"Root downloader confirmed public master URL, 29 validated Content-Range pieces, 30130145 bytes and SHA-256; guest/main workers confirmed crop viewing",,original_archive_reference,exists
DERIV_GUEST_01_OVERVIEW,Locally derived inspection: guest-01-overview.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 01 crop/annotation,,project/data/guest_refs/guest-01-overview.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_L1_THEATER;GUEST_L1_CAR_COURT;GUEST_L1_CHAUFFEUR_LOUNGE;GUEST_L1_BOILER;GUEST_L1_STAIR_HALL;GUEST_L1_LOUNGE;GUEST_L1_GALLERY;GUEST_L1_BATH;GUEST_L1_GUEST_ROOM;GUEST_L1_TERRACE;GUEST_L1_POOL;GUEST_B1_LAUNDRY;GUEST_B1_BATH;GUEST_B1_STAIR,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,9391a12063579d11a2a6c01e0ed8a5ede34814dc215636f79245fc6b0e56adf1,79145,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_01_HIRES,local_derived_reference,exists
DERIV_GUEST_01_SERVICE,Locally derived inspection: guest-01-service.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 01 crop/annotation,,project/data/guest_refs/guest-01-service.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_L1_THEATER;GUEST_L1_CAR_COURT;GUEST_L1_CHAUFFEUR_LOUNGE;GUEST_L1_BOILER;GUEST_L1_STAIR_HALL;GUEST_L1_LOUNGE;GUEST_L1_GALLERY;GUEST_L1_BATH;GUEST_L1_GUEST_ROOM;GUEST_L1_TERRACE;GUEST_L1_POOL;GUEST_B1_LAUNDRY;GUEST_B1_BATH;GUEST_B1_STAIR,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,78efbf6dd2b47438ebc993fad94bef7044212990744f4e2cdc23f4e4702496f1,112976,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_01_HIRES,local_derived_reference,exists
DERIV_GUEST_01_GUEST,Locally derived inspection: guest-01-guest.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 01 crop/annotation,,project/data/guest_refs/guest-01-guest.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_L1_THEATER;GUEST_L1_CAR_COURT;GUEST_L1_CHAUFFEUR_LOUNGE;GUEST_L1_BOILER;GUEST_L1_STAIR_HALL;GUEST_L1_LOUNGE;GUEST_L1_GALLERY;GUEST_L1_BATH;GUEST_L1_GUEST_ROOM;GUEST_L1_TERRACE;GUEST_L1_POOL;GUEST_B1_LAUNDRY;GUEST_B1_BATH;GUEST_B1_STAIR,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,a347c0ddbcad005930cf6688eff6b302f59a444c8846c88c9ed7251bb4eb7244,54181,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_01_HIRES,local_derived_reference,exists
DERIV_GUEST_01_BASEMENT,Locally derived inspection: guest-01-basement.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 01 crop/annotation,,project/data/guest_refs/guest-01-basement.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_L1_THEATER;GUEST_L1_CAR_COURT;GUEST_L1_CHAUFFEUR_LOUNGE;GUEST_L1_BOILER;GUEST_L1_STAIR_HALL;GUEST_L1_LOUNGE;GUEST_L1_GALLERY;GUEST_L1_BATH;GUEST_L1_GUEST_ROOM;GUEST_L1_TERRACE;GUEST_L1_POOL;GUEST_B1_LAUNDRY;GUEST_B1_BATH;GUEST_B1_STAIR,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,9b708cc6c9c7a97cfe03f484e23edc30096d3f5dc70a20a4c94f23ccb8009def,44627,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_01_HIRES,local_derived_reference,exists
DERIV_GUEST_01_GRID,Locally derived inspection: guest-01-grid.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 01 crop/annotation,,project/data/guest_refs/guest-01-grid.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_L1_THEATER;GUEST_L1_CAR_COURT;GUEST_L1_CHAUFFEUR_LOUNGE;GUEST_L1_BOILER;GUEST_L1_STAIR_HALL;GUEST_L1_LOUNGE;GUEST_L1_GALLERY;GUEST_L1_BATH;GUEST_L1_GUEST_ROOM;GUEST_L1_TERRACE;GUEST_L1_POOL;GUEST_B1_LAUNDRY;GUEST_B1_BATH;GUEST_B1_STAIR,"Inspection crop; annotation is a modeling aid, not a new official survey",C,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,30dce1dc997a16dd5c8d5bcf23e5fee6367d02aca7a364cf33b2f3ae01515862,545561,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_01_HIRES,local_derived_reference,exists
